,long,lat
36118,-0.0939256,51.4639674
36106,-0.0935943,51.4641963
36100,-0.0942055,51.4645433
36105,-0.0942206,51.4645556
36107,-0.0958298,51.4658494
36104,-0.0957343,51.4658773
36109,-0.0921178,51.4657854
36116,-0.0928617,51.4657932
36108,-0.0928073,51.4657948
36110,-0.0929141,51.4658031
36114,-0.0917396,51.4658188
36112,-0.0926435,51.4658522
24573,-0.0905542,51.4658554
24584,-0.0903708,51.4658663
24578,-0.0922308,51.4659361
24585,-0.0902801,51.4659647
36103,-0.0956387,51.4659052
43330,-0.0959479,51.4660092
43331,-0.0958523,51.4660371
43332,-0.0957567,51.466065
43329,-0.0956611,51.466093
36099,-0.0940275,51.4661798
36098,-0.0936091,51.4662917
36097,-0.0932872,51.4663402
36096,-0.0933992,51.4663602
43551,-0.0935086,51.466446
24586,-0.0904351,51.466008
24576,-0.091761,51.4660505
24577,-0.0923507,51.4660896
47017,-0.0901483,51.4661032
36111,-0.0929439,51.4661062
24571,-0.0924471,51.4661916
24574,-0.0918045,51.4662242
24575,-0.0919093,51.4663067
5040,-0.089984,51.4663415
36113,-0.0922358,51.4663469
43552,-0.0935322,51.4664495
43550,-0.093488,51.466454
43554,-0.0935449,51.4664623
43553,-0.0934825,51.4664687
43555,-0.0935394,51.466477
43549,-0.0934952,51.4664815
43556,-0.0935188,51.4664849
45262,-0.0958997,51.467646
79504,-0.0937318,51.4679982
79505,-0.0936369,51.4680809
24579,-0.0924191,51.4663482
71478,-0.09013,51.4664618
43561,-0.090314,51.4667211
24570,-0.0931375,51.4667498
43547,-0.0929023,51.4668164
43548,-0.0928098,51.4668331
36115,-0.0914097,51.4672759
79469,-0.0905007,51.4681595
79468,-0.0905166,51.468179
43211,-0.0899231,51.468293
10995,-0.0980955,51.4646516
38464,-0.0981616,51.4688573
38452,-0.0969815,51.4695595
38453,-0.0965907,51.4696793
3730,-0.0968831,51.4705677
43300,-0.0983626,51.4711552
3729,-0.0984311,51.4716504
8301,-0.0966837,51.4727551
8302,-0.0966461,51.4728786
8300,-0.0969471,51.4739835
70663,-0.0897116,51.4600369
69826,-0.0889039,51.4626968
65199,-0.0867824,51.4601768
68056,-0.0845339,51.4607278
65198,-0.0861375,51.4609963
74802,-0.0797703,51.46079
361,-0.0798182,51.4608687
14753,-0.0820261,51.461912
68057,-0.0810099,51.4620371
34686,-0.0815472,51.4621448
34685,-0.0815687,51.4621774
14758,-0.0815312,51.4622897
14759,-0.0817391,51.4624183
14757,-0.0819698,51.462466
19371,-0.0851544,51.4618019
353,-0.0846953,51.4624111
14761,-0.0848464,51.4627041
14756,-0.0847426,51.4627676
14755,-0.0844856,51.4628554
14760,-0.0846379,51.4629547
1989,-0.085172,51.46438
781,-0.0850033,51.4643865
23620,-0.0854624,51.4666825
1984,-0.0847,51.4669
11748,-0.0871869,51.4635321
43557,-0.0893685,51.4671648
43558,-0.089449,51.4671698
43559,-0.0893015,51.4672784
43560,-0.0893511,51.4672893
43215,-0.0885088,51.4676358
12720,-0.089686,51.4678131
12721,-0.0895387,51.4678337
43213,-0.0887999,51.4678511
43214,-0.0885263,51.4679204
14754,-0.08258,51.4625061
14762,-0.0820288,51.4625997
517,-0.0833086,51.4654727
56790,-0.0823003,51.4661252
514,-0.0824577,51.4679259
516,-0.0828864,51.4697484
45143,-0.0831773,51.4704079
45144,-0.0827069,51.4706541
45145,-0.0826715,51.4706613
44993,-0.0821708,51.4707594
60221,-0.0840643,51.4669295
44994,-0.0856496,51.4694731
515,-0.0855873,51.4694797
44995,-0.0860218,51.4701312
45005,-0.0842361,51.4701761
45004,-0.0838844,51.4702037
627,-0.0845927,51.4732384
49663,-0.0853935,51.4753754
49664,-0.0855734,51.4753812
2077,-0.0840679,51.4754596
39302,-0.1021037,51.4617298
8307,-0.1022165,51.4641697
73075,-0.1012263,51.4636767
11001,-0.1008894,51.4650529
11390,-0.1049091,51.4609638
2290,-0.1056797,51.4662975
11391,-0.1053099,51.4672083
3682,-0.1053127,51.4673635
26129,-0.1048831,51.4676723
38470,-0.1036682,51.4643667
38469,-0.1036159,51.4644077
39999,-0.1036744,51.4646188
40081,-0.1036114,51.4646356
40278,-0.1030188,51.4651201
38471,-0.1033211,51.4651626
40064,-0.102996,51.4651718
40065,-0.1030293,51.4651983
40063,-0.1029892,51.4652732
11393,-0.1032062,51.4653631
38472,-0.1033069,51.4654055
38476,-0.1028838,51.4654143
38473,-0.1033163,51.465454
38474,-0.1033243,51.4655033
40082,-0.1031418,51.4655104
38475,-0.103346,51.4656047
40105,-0.1025971,51.4656121
41632,-0.1036204,51.4657703
41828,-0.1025481,51.4658228
38477,-0.1026877,51.465874
38455,-0.1011016,51.4662818
40159,-0.1010245,51.4663038
38457,-0.1009424,51.466334
38454,-0.1013592,51.4664181
38456,-0.1012883,51.4664469
43257,-0.1010779,51.4665325
38458,-0.1010051,51.4665621
38459,-0.1008619,51.4666204
38460,-0.1006515,51.4667205
38461,-0.1005459,51.4667311
40211,-0.1031192,51.4658865
40080,-0.1026115,51.4658895
38478,-0.102411,51.4659862
38479,-0.1019459,51.4662057
16036,-0.1020019,51.4662177
38480,-0.1018914,51.4662278
8308,-0.1029348,51.4684223
8620,-0.1038337,51.4733217
14629,-0.1020983,51.47363
54880,-0.1026434,51.4738919
38462,-0.1005348,51.4667936
38463,-0.0995719,51.4670812
3733,-0.101321,51.468604
43278,-0.1009503,51.4692542
3728,-0.0993713,51.4723643
1998,-0.0996736,51.472775
8614,-0.0996271,51.4729092
8619,-0.0996554,51.4731448
8618,-0.0999807,51.4734013
8617,-0.1013546,51.4735099
3732,-0.1049238,51.4679248
3731,-0.1042927,51.4696509
8615,-0.1052039,51.4713817
23891,-0.1052087,51.4718565
8616,-0.1042912,51.4722413
8622,-0.1043197,51.4725645
8621,-0.1047479,51.4726284
14505,-0.1056616,51.4728297
14506,-0.1046933,51.4742782
8623,-0.1049067,51.4744981
13756,-0.103493,51.4740977
14507,-0.1025034,51.4740995
17078,-0.1036899,51.4743623
16035,-0.1026166,51.4744846
72285,-0.1035331,51.4759614
72286,-0.102623,51.4766764
8372,-0.1017391,51.4777486
8371,-0.1018167,51.4777798
2818,-0.1034297,51.4781203
63222,-0.1035247,51.4784533
79503,-0.0938022,51.4680809
79507,-0.0940353,51.4681873
79506,-0.0938714,51.4682278
73076,-0.0940109,51.4683051
43064,-0.0941233,51.4684567
79502,-0.0933686,51.4685588
79501,-0.0933333,51.4686077
79466,-0.0933953,51.4687371
79467,-0.0933168,51.4687716
43349,-0.0939048,51.4705963
43604,-0.090103,51.4685144
73077,-0.0915498,51.4688211
24062,-0.0920265,51.4697102
67820,-0.0928308,51.4698555
45269,-0.0932329,51.4710386
746,-0.0900478,51.4714977
2230,-0.0908994,51.4720665
41820,-0.0929099,51.4724744
24222,-0.0930209,51.472726
5039,-0.0930221,51.4727412
38261,-0.093748,51.4711026
38262,-0.0937259,51.4711513
45270,-0.0932423,51.4711581
38263,-0.0936865,51.471249
8306,-0.093974,51.4713374
38264,-0.0939568,51.471395
39987,-0.0939338,51.4714655
38265,-0.0939149,51.4715049
43356,-0.0939028,51.4715453
8304,-0.0938736,51.4716086
38266,-0.0937399,51.471752
8305,-0.0937604,51.4718121
40083,-0.0936487,51.4718998
43390,-0.0939196,51.4719049
8303,-0.0935866,51.4719436
40066,-0.0939762,51.471947
38267,-0.0935224,51.4719836
38268,-0.0934527,51.4720232
23154,-0.0932346,51.4724546
23155,-0.0932366,51.4724681
23156,-0.0932385,51.4724816
18422,-0.093353,51.473431
40139,-0.093367,51.4736017
18423,-0.0933523,51.4736423
39971,-0.0933498,51.4736967
63500,-0.0933392,51.4738448
40279,-0.0933269,51.4739223
39988,-0.0933743,51.4739471
40158,-0.0935497,51.4740167
41606,-0.0936349,51.474061
17349,-0.0899048,51.4729515
47016,-0.0914879,51.4734487
45015,-0.0904537,51.4735165
749,-0.0903838,51.4737642
46500,-0.0925156,51.4738623
46499,-0.0924327,51.4738855
49665,-0.0927097,51.47397
23622,-0.0902021,51.4739829
14620,-0.0918763,51.4742064
42365,-0.0914506,51.4742205
4732,-0.0932482,51.4742407
39997,-0.0933185,51.4743038
4733,-0.0935548,51.4743058
39998,-0.0933391,51.4743532
34228,-0.0949548,51.4746203
40221,-0.0933942,51.4746485
18424,-0.0934079,51.474712
40220,-0.0934079,51.4747584
18425,-0.093437,51.474851
8299,-0.0957992,51.4750271
33062,-0.0952901,51.4751538
8388,-0.0936365,51.475526
13366,-0.093413,51.4757121
38259,-0.0935086,51.4759231
8387,-0.0939133,51.4759677
18426,-0.0935429,51.4760522
42052,-0.09397,51.4761008
38260,-0.094028,51.4761507
18427,-0.093984,51.4761546
40140,-0.0935732,51.4761829
8379,-0.0940943,51.476811
38258,-0.0938161,51.4771815
8380,-0.0935455,51.4773622
15242,-0.0935527,51.4774253
8381,-0.093552,51.477483
18428,-0.093534,51.477532
8382,-0.0935592,51.4775577
18429,-0.093598,51.477707
40157,-0.0941679,51.4777542
18430,-0.0935837,51.4777977
748,-0.092829,51.47427
40286,-0.0932002,51.4746678
47791,-0.0928093,51.4751041
4710,-0.0928039,51.4755514
4709,-0.0899232,51.4762673
69595,-0.0916927,51.4774273
48670,-0.0926456,51.4796214
46477,-0.0920981,51.4796833
48669,-0.0917997,51.4800606
1172,-0.0922411,51.4814709
18421,-0.096238,51.474899
4731,-0.095975,51.4750095
3727,-0.0986099,51.4754513
8378,-0.0964529,51.476212
8377,-0.0976585,51.4764925
8383,-0.0966405,51.4786023
8384,-0.0970667,51.4787133
8385,-0.0964856,51.4787757
10228,-0.0963675,51.4787764
18517,-0.0978965,51.4809539
18431,-0.093582,51.477872
63229,-0.0937435,51.4780893
40084,-0.0937459,51.4781031
4711,-0.093771,51.4781313
40068,-0.0947664,51.4785124
33624,-0.0947526,51.4785626
8386,-0.0954619,51.4787358
38542,-0.0943842,51.4793887
38544,-0.0943952,51.4794278
38543,-0.0943724,51.4794428
38545,-0.0943872,51.4794687
18432,-0.0940637,51.4794892
38547,-0.0943965,51.4795106
18433,-0.0940694,51.4795357
38546,-0.0944045,51.4795657
18434,-0.094068,51.479577
38541,-0.0944174,51.4796127
18435,-0.0940655,51.4796223
38540,-0.0944214,51.4796553
18436,-0.0940649,51.479668
18437,-0.0940664,51.4797073
39996,-0.0944442,51.479724
38539,-0.0944432,51.4797906
40079,-0.0944489,51.4798303
63228,-0.0944114,51.4799356
38548,-0.0944133,51.4799527
18438,-0.0940919,51.4799732
38549,-0.0941055,51.4800211
5038,-0.0941905,51.4803189
2021,-0.094199,51.480381
38550,-0.0945407,51.4805175
18439,-0.0945505,51.4806728
63498,-0.0934455,51.4807853
40078,-0.0945127,51.4810752
40106,-0.0947317,51.4811103
74971,-0.0942756,51.4822147
18440,-0.094703,51.482353
18443,-0.0943687,51.4824214
18442,-0.09415,51.48243
18441,-0.094247,51.482442
18444,-0.0943733,51.4824751
18445,-0.0943739,51.482531
4486,-0.0946447,51.482556
18446,-0.094379,51.4825876
18447,-0.0943866,51.4826433
66341,-0.0943963,51.4827528
18448,-0.0943995,51.4828055
4485,-0.0946432,51.4829763
18449,-0.0943475,51.4831551
18450,-0.094595,51.483203
66343,-0.0942696,51.483285
42161,-0.0945356,51.4834083
18451,-0.0941853,51.4834221
31441,-0.0944553,51.4835207
18452,-0.0944312,51.4835807
13388,-0.0948356,51.4836001
31433,-0.0949703,51.4836075
31435,-0.0950964,51.4836209
4484,-0.093956,51.483678
41821,-0.0939097,51.4837131
31439,-0.0923284,51.481548
22036,-0.0924217,51.4815759
78871,-0.0910494,51.4836144
78870,-0.0911632,51.4838022
72302,-0.0924088,51.4840574
72305,-0.0918926,51.4841568
72304,-0.091966,51.4841649
72303,-0.0921283,51.4841829
4483,-0.0931799,51.4843567
2273,-0.0913995,51.4857771
18453,-0.093892,51.4837862
41898,-0.0938191,51.4837986
31436,-0.0943534,51.4838597
18454,-0.093784,51.483948
40292,-0.0942912,51.4839906
8406,-0.0937633,51.483995
44401,-0.0942575,51.4840344
40281,-0.0937125,51.4840533
40212,-0.0942036,51.4841561
4482,-0.0933809,51.4842429
40085,-0.0941227,51.4843181
4488,-0.0937015,51.4843439
4489,-0.0936982,51.4843875
40179,-0.0940923,51.4844022
39995,-0.0932942,51.4844606
4487,-0.0938395,51.4845112
3383,-0.0936255,51.484547
4490,-0.0938288,51.4846055
18335,-0.0940472,51.4846255
5037,-0.093683,51.4846267
626,-0.0823783,51.470918
44929,-0.0824028,51.4709652
13728,-0.0824233,51.4710114
44930,-0.0820883,51.4710741
45134,-0.0824964,51.4711195
44928,-0.0822382,51.4713229
625,-0.0822859,51.4713246
45267,-0.0818436,51.4719642
45266,-0.0815512,51.4719734
45276,-0.0817323,51.4721346
45277,-0.0827146,51.4723798
45278,-0.082211,51.4726676
45282,-0.0829098,51.4726768
45279,-0.0822184,51.4726902
45280,-0.0822332,51.4727374
45283,-0.0826563,51.4729399
45281,-0.0824189,51.4729692
45284,-0.0830137,51.4735861
63108,-0.0811762,51.4736153
69402,-0.0825862,51.4738618
38853,-0.0895584,51.4679579
38854,-0.0896697,51.4680147
39800,-0.0876647,51.4694859
747,-0.0884967,51.4715547
2421,-0.0869608,51.4735306
69594,-0.0888999,51.4735703
4708,-0.0889348,51.4766272
4707,-0.0872903,51.4768513
4712,-0.0884517,51.4775705
4706,-0.0889818,51.4800851
66669,-0.0811493,51.4739116
42025,-0.0831601,51.4741451
43414,-0.0818986,51.4754092
18414,-0.0817237,51.477867
2020,-0.0817537,51.4804475
16827,-0.0812847,51.482351
54791,-0.0830988,51.4839652
54792,-0.0831296,51.4839869
54793,-0.0831631,51.4840078
24634,-0.0811088,51.4841308
32090,-0.084789,51.4781177
32087,-0.084856,51.4781393
32092,-0.0849311,51.4781494
32091,-0.0849311,51.4781494
32094,-0.0842285,51.4782329
32093,-0.0845234,51.4782612
69596,-0.0848758,51.4782707
32095,-0.0854863,51.4785402
32089,-0.0852315,51.4785435
4805,-0.0838454,51.4816284
59812,-0.0854736,51.4823537
28320,-0.0841329,51.4836374
22037,-0.0841598,51.4836897
15825,-0.0847473,51.4840261
15826,-0.0845641,51.4840317
15827,-0.08464,51.4841197
2274,-0.0853579,51.4842375
2275,-0.0843308,51.486375
2276,-0.0843308,51.486375
2277,-0.0841741,51.4864426
15828,-0.0873115,51.4823825
4804,-0.0892221,51.4857685
12037,-0.0891855,51.4874938
149,-0.0869478,51.4879879
60224,-0.0889178,51.4896465
10985,-0.087267,51.491734
2233,-0.0886338,51.4931773
9650,-0.0887005,51.4948102
9660,-0.0884898,51.4948912
9661,-0.0884135,51.494929
24632,-0.081246,51.4844295
24631,-0.0812219,51.4844423
1173,-0.0829548,51.4846874
46935,-0.0810189,51.4855303
5225,-0.0836016,51.4865525
38882,-0.081204,51.489295
12129,-0.0823848,51.4903875
2279,-0.0819799,51.4912589
5575,-0.0821087,51.4913809
34868,-0.0826593,51.4929892
3512,-0.0863342,51.4883675
5162,-0.0856173,51.4886366
38886,-0.0862147,51.4895248
38889,-0.0857855,51.4895631
38888,-0.0859572,51.4895732
38884,-0.0858955,51.4895816
38891,-0.0858391,51.48959
38887,-0.0857158,51.4896166
38890,-0.0856487,51.4896268
38885,-0.0854395,51.4896684
3082,-0.08567,51.4899499
2299,-0.0850027,51.4935176
3092,-0.0843117,51.4935748
2300,-0.085346,51.4936042
9706,-0.08461,51.4937801
19785,-0.0853408,51.4941421
9421,-0.0844083,51.4944705
11320,-0.084563,51.4949129
10651,-0.084128,51.494997
12040,-0.0859437,51.4950715
69298,-0.116,51.4602191
69299,-0.1158356,51.4602224
51183,-0.1151691,51.4602619
69308,-0.1153739,51.4603195
61711,-0.1158715,51.4605738
69309,-0.1153557,51.460576
69300,-0.1158226,51.4607539
69310,-0.1152433,51.4608824
26325,-0.1170946,51.4609259
26326,-0.1168186,51.4610073
45602,-0.1110059,51.4610782
48993,-0.1097283,51.4610825
42416,-0.1112828,51.4611025
48995,-0.109548,51.4611263
39328,-0.1110781,51.461165
23529,-0.1116745,51.4613391
26519,-0.111615,51.461733
24888,-0.1115169,51.4617829
63492,-0.1112923,51.4619771
11007,-0.1112591,51.4619841
38763,-0.1139174,51.4614665
39801,-0.1138494,51.4614766
39299,-0.1134655,51.4615121
34323,-0.1147955,51.4615282
26345,-0.1125679,51.461569
24882,-0.1130331,51.4615782
40683,-0.1139365,51.4616383
26346,-0.1126496,51.4616865
26347,-0.112631,51.4616883
10999,-0.1123313,51.4618489
24926,-0.1167786,51.4610197
26327,-0.1156498,51.4613578
26328,-0.1154205,51.4613638
47323,-0.1152009,51.4615593
24318,-0.1151434,51.4618223
23444,-0.115649,51.4619332
24860,-0.1158096,51.4619363
24859,-0.1154476,51.4624181
37421,-0.1156652,51.4626168
58593,-0.1154411,51.4626771
39300,-0.1130176,51.4618844
24345,-0.1151085,51.4619008
24368,-0.1130333,51.4619526
24725,-0.1139527,51.4619739
24369,-0.1131626,51.4619771
24367,-0.1139274,51.4620691
11396,-0.1150252,51.4622674
24892,-0.113397,51.462347
24885,-0.1124288,51.4624325
24883,-0.1122582,51.46245
24887,-0.1116572,51.4620932
56171,-0.1116264,51.4621002
11005,-0.1107206,51.4621508
24884,-0.1116161,51.4621607
24886,-0.1118051,51.4621885
69094,-0.1095007,51.4625018
39301,-0.1115806,51.4625181
48994,-0.1117357,51.462679
48992,-0.1117103,51.4627125
33159,-0.1092199,51.4627716
47659,-0.1120547,51.4625475
24889,-0.1131567,51.4625522
68807,-0.1140045,51.4626355
24370,-0.1125579,51.4626433
22754,-0.1147856,51.4627551
10998,-0.1130109,51.4628116
37774,-0.1137458,51.4628243
39092,-0.1127555,51.4628902
26304,-0.1148728,51.4629074
26305,-0.1148941,51.4629083
10992,-0.1127436,51.4629238
26306,-0.1148571,51.4629885
42319,-0.114199,51.4630198
24861,-0.1143238,51.4630627
26501,-0.1139961,51.4631114
26556,-0.1122864,51.4631161
24893,-0.1129844,51.4631521
24891,-0.1133058,51.4631574
24890,-0.1133583,51.4631609
26555,-0.1142825,51.4631789
26307,-0.1142982,51.4631814
24867,-0.1129038,51.463183
67740,-0.114361,51.4632433
24996,-0.1133045,51.4632708
41607,-0.1127115,51.4633602
72944,-0.1122944,51.4635234
11000,-0.1144562,51.4635424
56172,-0.1123774,51.4635594
49119,-0.1122145,51.4636211
43234,-0.1124629,51.4636625
22755,-0.116145,51.4639435
37771,-0.1162814,51.4639463
35554,-0.1163525,51.4639484
51720,-0.1157636,51.4640101
63490,-0.1159061,51.4640571
11405,-0.115404,51.4640588
2662,-0.1159202,51.4640605
77091,-0.1167584,51.4640643
71660,-0.1159494,51.4640677
63491,-0.1160335,51.4640939
61704,-0.1159228,51.460108
24866,-0.1189422,51.46028
1818,-0.120506,51.460344
69291,-0.1190555,51.4615144
69290,-0.1189747,51.4615313
69287,-0.1187203,51.4615991
69289,-0.1190748,51.4616239
19753,-0.1156644,51.4627507
47166,-0.1155424,51.4627556
32190,-0.116133,51.4633025
2649,-0.1157269,51.4633202
37765,-0.117313,51.4637148
37766,-0.1166969,51.4638907
37772,-0.115717,51.4638954
37767,-0.1164851,51.4639317
37768,-0.1164201,51.4639371
37769,-0.1162105,51.4639407
37324,-0.1239074,51.4626384
38760,-0.1239115,51.4627607
11401,-0.1236896,51.4628976
876,-0.1239279,51.4629835
39304,-0.1252409,51.4658495
2642,-0.1246347,51.4660411
74535,-0.1251288,51.4660524
74536,-0.1249428,51.466089
74537,-0.1249051,51.4660978
74538,-0.1247615,51.4661426
69288,-0.1189705,51.4616534
37773,-0.1196993,51.4630942
2650,-0.1196112,51.463163
55941,-0.1179014,51.4640785
40543,-0.1195589,51.4664784
11403,-0.1184192,51.467722
40358,-0.1206364,51.4680905
40210,-0.120792,51.4681095
40357,-0.1207584,51.468113
40209,-0.1205941,51.46819
71312,-0.1217909,51.4609811
38641,-0.1216875,51.4617575
74723,-0.1234112,51.4666961
2148,-0.1223722,51.4667601
2418,-0.1221637,51.4696094
41791,-0.1235948,51.4710026
41929,-0.1234761,51.4710392
41793,-0.1233627,51.4710739
40219,-0.1158484,51.4656053
40362,-0.1159197,51.4656367
55138,-0.117347,51.4670406
55137,-0.1174639,51.4671547
40218,-0.1175273,51.4672251
19885,-0.1176069,51.469849
69445,-0.1172631,51.4699105
1608,-0.1167726,51.4716031
1607,-0.1166418,51.4730917
60045,-0.1174428,51.4734309
40265,-0.1243664,51.4703192
35117,-0.1251275,51.4703299
35118,-0.1250802,51.4703747
63246,-0.1247577,51.4703993
35115,-0.1249837,51.4704524
35119,-0.1247487,51.4705345
35116,-0.1247946,51.4706032
35105,-0.1246928,51.4706983
35108,-0.1245711,51.4707451
48489,-0.1237411,51.470764
39247,-0.1307497,51.4628846
2405,-0.1322257,51.4630538
63494,-0.1322236,51.4640042
35157,-0.1322076,51.4640096
35156,-0.1323737,51.4640394
2149,-0.125227,51.4621893
37755,-0.1289834,51.4619267
11404,-0.1292808,51.4623302
75454,-0.1299383,51.4623655
75452,-0.1294604,51.4623751
75453,-0.129811,51.4624008
2643,-0.1291283,51.4642947
24322,-0.1291341,51.4644516
41931,-0.1298902,51.4649259
63493,-0.1317622,51.4640802
35155,-0.1321002,51.4641498
3152,-0.1313196,51.4641749
24880,-0.1319853,51.4641961
1821,-0.1303,51.4642
1305,-0.1310695,51.4642728
1882,-0.130742,51.464328
1141,-0.1313701,51.4643751
35159,-0.131473,51.4644013
35158,-0.1313349,51.4644605
38761,-0.1260215,51.460338
2385,-0.1260872,51.4657075
11004,-0.1256788,51.4657865
74539,-0.1255914,51.4657982
2003,-0.1269455,51.4663788
2417,-0.126986,51.4685295
35120,-0.1273115,51.4685566
35121,-0.1272715,51.4685873
875,-0.1270502,51.4687716
1304,-0.1311338,51.4645547
40389,-0.1313125,51.4646391
41930,-0.1301215,51.4647827
41932,-0.1299933,51.4648497
3848,-0.1304323,51.4648825
35162,-0.1303977,51.4649013
35161,-0.1304678,51.464909
3151,-0.1303826,51.4649096
35160,-0.1303903,51.4649444
24881,-0.1303464,51.4649745
14068,-0.1298283,51.4649576
74361,-0.1298689,51.4650271
46275,-0.1297151,51.4650296
46384,-0.1296664,51.4650654
74364,-0.1296819,51.4651548
874,-0.1291139,51.4651993
74516,-0.1291303,51.4652337
873,-0.129292,51.4654415
40252,-0.1292415,51.4654908
74363,-0.1295921,51.4655754
74365,-0.1295001,51.4657012
2416,-0.1280363,51.4678796
1928,-0.1281523,51.4694085
65604,-0.1287105,51.4700005
67933,-0.1291628,51.4718797
67932,-0.1291628,51.4718797
67935,-0.1292448,51.4719252
67934,-0.1293141,51.4719586
33888,-0.1278152,51.4735242
1597,-0.128315,51.4748429
70712,-0.1147106,51.4637353
71432,-0.1146913,51.4638888
50003,-0.1150886,51.4639838
19882,-0.114259,51.464135
67818,-0.1150394,51.4641564
40160,-0.1146637,51.4641767
2663,-0.1144836,51.4642309
60051,-0.1134355,51.46437
40104,-0.1145862,51.4643872
39823,-0.1145037,51.4644457
11408,-0.1083755,51.4628793
73311,-0.1085447,51.462914
38466,-0.1083824,51.4629575
38467,-0.1080759,51.463036
38468,-0.107986,51.4630418
38465,-0.1083764,51.4635203
2250,-0.1076531,51.4645689
2289,-0.1088841,51.4650897
8298,-0.1065021,51.4658669
2291,-0.1074508,51.4666622
49123,-0.1159681,51.4640981
37770,-0.1162292,51.4641118
2651,-0.116046,51.4641172
40356,-0.1153377,51.4650644
40304,-0.115195,51.4652832
40277,-0.1152628,51.465318
40290,-0.1153415,51.4653544
40208,-0.1155946,51.4654763
40276,-0.1156934,51.4655267
40361,-0.1157641,51.4655619
26294,-0.114291,51.4647507
23085,-0.1150117,51.4648591
40138,-0.1143254,51.4650781
24830,-0.1143104,51.4651107
42356,-0.114114,51.4651588
23422,-0.1142356,51.4652654
40191,-0.1142033,51.4653347
24829,-0.1141672,51.4654123
40137,-0.114034,51.4656796
40232,-0.1139561,51.4658366
51722,-0.1131309,51.4662207
26381,-0.1130476,51.4671437
24856,-0.1132469,51.468558
32561,-0.1137921,51.4690352
51721,-0.1128022,51.4692138
40192,-0.1126947,51.4698749
40231,-0.1126962,51.4699074
33586,-0.112708,51.4701563
33587,-0.1127107,51.4702132
24855,-0.1127183,51.4703186
75204,-0.1094156,51.4634912
2288,-0.1094833,51.4637188
40000,-0.1102071,51.4648201
11407,-0.110631,51.4650513
2287,-0.1101209,51.4668163
76421,-0.1105566,51.4725724
76420,-0.1105865,51.4725905
65611,-0.1093373,51.4742041
65613,-0.1092951,51.4742823
11397,-0.1103387,51.4749647
24857,-0.1127199,51.4703684
26382,-0.1127284,51.470396
24853,-0.1127271,51.4704518
24854,-0.1127352,51.4705253
2817,-0.112081,51.4706805
32274,-0.1126612,51.470968
1609,-0.1127226,51.4709819
24831,-0.1128227,51.4711009
69292,-0.1150622,51.4713194
1598,-0.1128611,51.4713507
69293,-0.1150602,51.4713574
38138,-0.1128826,51.4714895
24858,-0.1128953,51.4715718
38621,-0.1121861,51.4715959
24850,-0.112917,51.4717074
24851,-0.1129281,51.4717804
24848,-0.1129314,51.4718544
24849,-0.1129424,51.4719236
